udp.srcport,udp.dstport,tcp.srcport,tcp.dstport,tcp.ack,tcp.urgent_pointer,tcp.window_size_value,ip.len,ip.id,ip.tos,ip.src,ip.dst
54848,443,0,0,0,0,0,1385,0,0,192.168.88.243,173.194.222.198
54848,443,0,0,0,0,0,173,0,0,192.168.88.243,173.194.222.198
54848,443,0,0,0,0,0,61,0,0,192.168.88.243,173.194.222.198
443,54848,0,0,0,0,0,57,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,57,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,57,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,57,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,63,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,57,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,106,0,0,173.194.222.198,192.168.88.243
443,54848,0,0,0,0,0,124,0,0,173.194.222.198,192.168.88.243
54848,443,0,0,0,0,0,68,0,0,192.168.88.243,173.194.222.198
443,54848,0,0,0,0,0,57,0,0,173.194.222.198,192.168.88.243
16,28,0,0,0,0,0,28,1,0,192.168.88.243,91.197.194.73
0,0,794,763,770,48,6,40,180,192,192.168.88.243,91.197.194.73
290,181,0,0,0,0,0,28,1,0,192.168.88.243,91.197.194.73
0,0,478,945,396,176,140,40,160,106,192.168.88.243,91.197.194.73
960,986,0,0,0,0,0,28,1,0,192.168.88.243,91.197.194.73
0,0,443,51014,1440966165,0,261,40,0,0,108.177.14.148,192.168.88.243
0,0,443,51008,934315031,0,261,40,0,0,108.177.14.148,192.168.88.243
0,0,0,0,0,0,0,0,0,0,0,0
0,0,443,51028,663012494,0,261,40,0,0,108.177.14.148,192.168.88.243
